R000046|E0038|business_entertainment|578.36|||3||清源资料确认工作餐费|2025-06-19
R000047|E0041|communication|214.51|||||远航跨部门协作通讯费|2025-10-05
R000048|E0048|communication|108.49|||||会议通知通讯费|2025-03-04
R000049|E0051|business_entertainment|341.89|||2||运营管理部业务交流招待费|2025-02-06
R000050|E0019|business_entertainment|706.49|||4||运营管理部合作伙伴会谈招待费|2025-02-23
R000051|E0029|business_entertainment|739.85|||5||清源合作事项接待费|2025-09-02
R000052|E0032|local_transport|97.5||1||B|客户访谈期间市内交通包干|2025-04-07
R000053|E0073|travel_lodging|245.24|1|||C|合肥客户沟通行程住宿费|2025-04-06
R000054|E0030|business_entertainment|553.42|||3||澄江客户沟通业务招待费|2025-12-23
R000055|E0020|business_entertainment|999.76|||4||远航投后沟通招待费|2025-04-03
R000056|E0014|business_entertainment|936.71|||5||云帆客户沟通业务招待费|2025-03-05
R000057|E0062|travel_lodging|821.23|2|||A|研究所例行检查赴上海住宿费|2025-04-12
R000058|E0024|training_fee|1405.16|||||杭州项目管理外部培训费|2025-05-27
R000059|E0075|travel_lodging|1363.42|2|||A|信息技术部澄江现场核查住宿费|2025-11-05
R000060|E0046|training_fee|1708.73|||||新制度宣贯投行业务培训费|2025-10-14
R000061|E0034|travel_lodging|355.16|1|||B|远航合同资料交接住宿费|2025-06-09
R000062|E0028|business_entertainment|551.38|||3||财务管理部合作机构接待费|2025-09-25
R000063|E0035|local_transport|70.97||1||A|机构业务部外勤走访市内交通费|2025-11-20
R000064|E0030|travel_lodging|529.14|1|||B|赴杭州开展系统上线支持住宿费|2025-06-21
R000065|E0041|communication|182.64|||||系统上线联络通讯费|2025-01-27
R000066|E0036|office_supplies|386.95|||||人力资源部办公用品采购报销|2025-12-02
R000067|E0042|office_supplies|148.93|||||青竹项目资料装订用品费|2025-12-25
R000068|E0073|business_entertainment|746.29|||5||研究所客户活动接待费|2025-03-20
R000069|E0071|travel_lodging|600.23|2|||A|人力资源部澄江现场核查住宿费|2025-11-21
R000070|E0040|training_fee|1393.63|||||投资银行部信息安全学习费用|2025-12-05
R000071|E0049|office_supplies|289.53|||||文件归档装订耗材费|2025-10-12
R000072|E0015|travel_lodging|640.93|2|||B|研究所远航现场核查住宿费|2025-01-12
R000073|E0047|office_supplies|337.22|||||部门月度办公耗材费|2025-11-08
R000074|E0033|training_fee|1799.24|||||合规实务认证课程费|2025-09-23
R000075|E0033|travel_lodging|482.38|2|||C|澄江现场审阅底稿住宿费|2025-12-03
R000076|E0074|communication|171.38|||||客户服务电话通讯费|2025-02-23
R000077|E0068|travel_lodging|234.55|1|||B|星河材料访谈期间住宿费|2025-02-01
R000078|E0033|communication|148.33|||||上海现场支持通讯费|2025-10-23
R000079|E0067|office_supplies|226.98|||||星河现场办公用品费|2025-08-30
R000080|E0018|travel_lodging|516.99|1|||A|北辰项目在上海开展尽调期间住宿费|2025-12-11
R000081|E0044|travel_lodging|1654.0|4|||B|分支机构走访赴杭州住宿费|2025-07-28
R000082|E0075|communication|108.96|||||信息技术部客户维护通讯费|2025-10-05
R000083|E0050|communication|136.46|||||分支机构协调通讯费|2025-06-15
R000084|E0053|travel_lodging|841.38|3|||C|分支机构走访赴合肥住宿费|2025-07-21
R000085|E0024|travel_lodging|634.05|2|||B|清源专项访谈住宿费|2025-01-02
R000086|E0073|training_fee|2106.7|||||澄江相关专业能力培训费|2025-01-29
R000087|E0069|travel_lodging|810.24|2|||B|云帆材料访谈期间住宿费|2025-08-04
R000088|E0056|business_entertainment|1148.22|||5||机构业务部合作机构接待费|2025-05-25
R000089|E0015|business_entertainment|1322.72|||5||分支机构客户交流招待费|2025-12-29
R000090|E0062|business_entertainment|1574.05|||6||机构客户会议工作餐费|2025-03-01
R000091|E0016|training_fee|2778.55|||||客户服务信息安全培训费|2025-06-09
R000092|E0047|business_entertainment|1049.43|||4||云帆合同沟通招待费|2025-06-10
R000093|E0016|communication|120.56|||||北辰需求沟通通讯费|2025-06-11
R000094|E0043|training_fee|2379.88|||||项目管理培训课程费|2025-03-03
R000095|E0080|travel_lodging|211.65|1|||B|财务管理部北辰现场核查住宿费|2025-10-06
R000096|E0039|training_fee|2610.37|||||参加客户服务专题培训费|2025-03-23
R000097|E0054|office_supplies|468.16|||||员工工位文具补充费|2025-10-15
R000098|E0021|office_supplies|302.52|||||业务会议用品费|2025-12-17
R000099|E0078|business_entertainment|279.18|||2||机构客户会议工作餐费|2025-12-25
R000100|E0063|local_transport|277.01||3||A|参加上海业务会议市内交通费|2025-07-21
R000101|E0040|office_supplies|175.24|||||投资银行部办公用品采购报销|2025-06-23
R000102|E0035|training_fee|3137.15|||||机构业务部员工客户服务培训费|2025-10-20
R000103|E0043|business_entertainment|504.94|||3||澄江合作事项接待费|2025-12-18
R000104|E0020|office_supplies|489.0|||||合规风控部办公笔记本采购费|2025-03-02
R000105|E0045|training_fee|2910.38|||||投行业务培训课程费|2025-03-03
R000106|E0032|travel_lodging|604.8|2|||B|杭州澄江路演支持住宿费|2025-03-25
R000107|E0028|communication|188.67|||||运营联系通讯费|2025-05-20
R000108|E0034|travel_lodging|375.7|1|||A|星河合同资料交接住宿费|2025-05-25
R000109|E0061|communication|112.83|||||合规风控部日常工作通讯费|2025-03-18
R000110|E0027|business_entertainment|493.16|||2||客户回访业务招待费|2025-08-03
R000111|E0071|travel_lodging|400.44|2|||C|监管沟通事项赴合肥住宿费|2025-03-31
R000112|E0050|travel_lodging|833.0|1|||B|合规风控部云帆现场核查住宿费|2025-03-22
R000113|E0061|travel_lodging|399.98|1|||B|客户服务事项赴杭州出差住宿费|2025-06-29
R000114|E0019|office_supplies|473.89|||||业务会议用品费|2025-10-12
R000115|E0080|communication|157.51|||||杭州现场支持通讯费|2025-02-22
R000116|E0063|training_fee|2954.13|||||青竹项目管理培训费|2025-10-16
R000117|E0030|office_supplies|450.95|||||日常办公耗材报销|2025-07-16
R000118|E0080|business_entertainment|724.8|||4||远航资料确认工作餐费|2025-07-02
R000119|E0041|local_transport|250.98||3||A|业务协同会议市内交通费|2025-12-30
R000120|E0051|business_entertainment|1173.68|||5||合肥业务拜访工作餐费|2025-03-24
R000121|E0040|communication|217.8|||||云帆跨部门协作通讯费|2025-07-11
R000122|E0032|travel_lodging|463.82|2|||C|监管沟通事项赴合肥住宿费|2025-03-20
R000123|E0073|office_supplies|218.01|||||日常办公耗材报销|2025-05-26
R000124|E0014|business_entertainment|442.69|||2||上海客户拜访工作餐费|2025-11-19
R000125|E0038|local_transport|102.9||2||C|研究所例行外勤交通费|2025-09-07
R000126|E0033|local_transport|250.07||4||B|远航系统测试交通费|2025-08-09
R000127|E0035|communication|275.12|||||运营联系通讯费|2025-04-17
R000128|E0078|communication|178.27|||||运营管理部值班联络通讯费|2025-02-14
R000129|E0067|office_supplies|402.35|||||部门共用办公用品费|2025-10-27
R000130|E0053|travel_lodging|626.72|2|||B|客户服务事项赴杭州出差住宿费|2025-12-03
R000131|E0023|office_supplies|291.23|||||文件归档装订耗材费|2025-09-10
R000132|E0034|travel_lodging|686.7|3|||C|合肥分支机构培训支持住宿费|2025-04-19
R000133|E0036|business_entertainment|978.52|||4||重点客户维护业务招待费|2025-11-02
R000134|E0038|travel_lodging|674.53|2|||C|北辰现场审阅底稿住宿费|2025-10-20
R000135|E0032|office_supplies|352.1|||||远航资料袋采购费|2025-03-12
R000136|E0034|local_transport|192.46||2||B|青竹尽调访谈交通费|2025-09-30
R000137|E0034|local_transport|213.48||3||B|杭州材料补充交通费|2025-11-24
R000138|E0032|local_transport|255.98||4||C|合肥客户服务交通费|2025-08-12
R000139|E0073|business_entertainment|451.76|||3||远航资料确认工作餐费|2025-12-24
R000140|E0018|office_supplies|400.28|||||日常办公耗材报销|2025-04-08
R000141|E0079|business_entertainment|533.38|||2||上海业务拜访工作餐费|2025-08-21
R000142|E0034|travel_lodging|390.29|1|||A|赴上海参加业务协调会住宿费|2025-12-18
R000143|E0024|travel_lodging|815.99|2|||A|赴上海参加清源专项会议住宿费|2025-07-02
R000144|E0016|travel_lodging|916.03|2|||B|赴杭州参加云帆专项会议住宿费|2025-04-03
R000145|E0040|business_entertainment|721.28|||3||机构客户会议工作餐费|2025-10-20
R000146|E0061|communication|249.65|||||系统上线联络通讯费|2025-11-21
R000147|E0078|travel_lodging|282.24|1|||B|清源现场验收住宿费|2025-07-23
R000148|E0039|communication|148.6|||||云帆跨部门协作通讯费|2025-12-23
R000149|E0019|office_supplies|238.72|||||部门月度办公耗材费|2025-12-29
R000150|E0073|travel_lodging|293.06|1|||A|青竹专项访谈住宿费|2025-03-02
R000151|E0078|business_entertainment|430.0|||2||运营管理部合作伙伴会谈招待费|2025-07-24
R000152|E0065|training_fee|3128.24|||||杭州集中培训课程费|2025-04-10
R000153|E0069|training_fee|1692.57|||||固定收益部岗位能力提升培训费|2025-12-08
R000154|E0075|communication|250.86|||||上海外勤期间通讯费|2025-02-08
R000155|E0063|office_supplies|420.56|||||研究所档案整理耗材费|2025-12-01
R000156|E0015|office_supplies|378.16|||||研究所文件夹和标签耗材费|2025-12-06
R000157|E0058|local_transport|62.76||1||C|参加合肥业务会议市内交通费|2025-09-27
R000158|E0068|communication|124.95|||||启明项目沟通通讯费|2025-06-24
R000159|E0036|training_fee|1830.02|||||人力资源部专业技能培训费|2025-08-22
R000160|E0027|communication|134.15|||||运营联系通讯费|2025-01-07
R000161|E0073|business_entertainment|431.87|||2||机构客户会议工作餐费|2025-04-06
R000162|E0029|office_supplies|284.61|||||部门共用办公用品费|2025-12-02
R000163|E0066|local_transport|195.59||2||A|分支机构培训支持交通费|2025-05-04
R000164|E0061|business_entertainment|516.22|||3||远航合同沟通招待费|2025-05-13
R000165|E0044|travel_lodging|1378.84|2|||A|澄江专项访谈住宿费|2025-12-12
R000166|E0061|travel_lodging|1101.82|3|||A|上海分支机构培训支持住宿费|2025-09-09
R000167|E0038|communication|136.6|||||监管沟通事项通讯费|2025-11-22
R000168|E0067|communication|181.68|||||投资银行部客户维护通讯费|2025-11-21
R000169|E0015|local_transport|180.54||2||A|项目底稿交接交通费|2025-04-12
R000170|E0069|travel_lodging|949.02|2|||B|星河投后跟踪现场住宿费|2025-03-16
R000171|E0046|training_fee|1648.48|||||投资银行部岗位能力提升培训费|2025-01-12
R000172|E0044|travel_lodging|878.47|2|||B|赴杭州开展系统上线支持住宿费|2025-02-27
R000173|E0073|travel_lodging|216.52|1|||B|研究所例行检查赴杭州住宿费|2025-12-14
R000174|E0047|local_transport|73.09||1||B|北辰现场巡检交通费|2025-03-03
R000175|E0033|office_supplies|253.93|||||青竹会议材料打印用品费|2025-12-19
R000176|E0020|travel_lodging|669.77|2|||B|清源投后跟踪现场住宿费|2025-12-13
R000177|E0026|training_fee|1839.84|||||参加数据治理专题培训费|2025-04-20
R000178|E0016|office_supplies|190.73|||||合规风控部办公用品采购报销|2025-12-31
R000179|E0077|travel_lodging|569.87|2|||C|监管沟通事项赴合肥住宿费|2025-11-04
R000180|E0074|training_fee|2319.41|||||业务规范数据治理课程费|2025-12-30
R000181|E0075|communication|204.69|||||信息技术部客户维护通讯费|2025-01-13
R000182|E0067|communication|157.72|||||投资银行部员工通讯费报销|2025-11-12
R000183|E0061|travel_lodging|517.61|1|||A|上海云帆路演支持住宿费|2025-02-17
R000184|E0078|local_transport|83.6||2||C|合肥监管沟通交通费|2025-06-03
R000185|E0048|local_transport|55.13||1||C|合同签署事项市内交通费|2025-04-07
R000186|E0043|training_fee|1741.29|||||合规要求投行业务学习费|2025-03-16
R000187|E0037|training_fee|1374.44|||||信息安全线上课程学习费|2025-02-23
R000188|E0074|office_supplies|228.3|||||投资银行部硒鼓和纸张费用|2025-11-18
R000189|E0032|business_entertainment|1209.17|||5||机构客户会议工作餐费|2025-12-23
R000190|E0048|training_fee|2636.0|||||客户服务线上课程学习费|2025-08-21
R000191|E0036|local_transport|207.25||2||A|青竹现场支持交通费|2025-09-28
R000192|E0077|business_entertainment|972.71|||4||杭州渠道沟通工作餐费|2025-11-12
R000193|E0072|office_supplies|359.21|||||云帆资料袋采购费|2025-06-05
R000194|E0045|training_fee|3133.28|||||投资银行部员工客户服务培训费|2025-04-20
R000195|E0022|business_entertainment|463.84|||2||云帆项目洽谈招待费|2025-05-25
R000196|E0015|travel_lodging|484.57|2|||C|远航材料访谈期间住宿费|2025-02-07
R000197|E0065|local_transport|294.56||3||A|客户访谈期间市内交通包干|2025-11-16
R000198|E0031|local_transport|61.72||1||C|合肥客户服务交通费|2025-01-22
R000199|E0070|travel_lodging|236.79|1|||B|客户服务事项赴杭州出差住宿费|2025-03-31
R000200|E0074|business_entertainment|942.44|||4||投资银行部合作伙伴会谈招待费|2025-07-18
R000201|E0039|travel_lodging|401.13|1|||A|上海北辰路演支持住宿费|2025-12-20
R000202|E0028|travel_lodging|842.09|2|||A|监管沟通事项赴上海住宿费|2025-07-15
R000203|E0078|office_supplies|239.98|||||员工工位文具补充费|2025-02-24
R000204|E0065|business_entertainment|948.05|||4||云帆合作事项接待费|2025-08-05
R000205|E0050|local_transport|136.47||2||C|合肥材料补充交通费|2025-10-25
R000206|E0043|office_supplies|209.38|||||机构业务部硒鼓和纸张费用|2025-06-20
R000207|E0054|communication|224.44|||||投资银行部日常工作通讯费|2025-03-09
R000208|E0033|office_supplies|121.56|||||北辰现场办公用品费|2025-11-01
R000209|E0015|business_entertainment|682.24|||5||北辰客户沟通业务招待费|2025-05-07
R000210|E0038|local_transport|153.77||3||B|清源现场支持交通费|2025-11-25
R000211|E0077|training_fee|1248.72|||||研究所员工数据治理培训费|2025-03-26
R000212|E0018|office_supplies|368.99|||||远航项目资料装订用品费|2025-06-20
R000213|E0070|travel_lodging|362.18|1|||A|澄江现场验收住宿费|2025-11-29
R000214|E0017|travel_lodging|772.95|1|||A|上海分支机构培训支持住宿费|2025-11-21
R000215|E0045|office_supplies|424.46|||||投资银行部办公用品采购报销|2025-05-07
R000216|E0063|business_entertainment|672.39|||3||青竹资料确认工作餐费|2025-02-12
R000217|E0070|training_fee|3083.18|||||运营管理部运营规范学习费用|2025-09-07
R000218|E0059|travel_lodging|329.98|1|||B|启明项目在杭州开展尽调期间住宿费|2025-12-18
R000219|E0016|travel_lodging|415.1|1|||B|合规风控部跨部门协同赴杭州住宿费|2025-05-21
R000220|E0070|communication|206.46|||||监管沟通事项通讯费|2025-01-06
R000221|E0031|training_fee|1432.67|||||合规要求信息安全学习费|2025-04-15
R000222|E0022|training_fee|2037.49|||||运营规范合规实务课程费|2025-06-18
R000223|E0025|travel_lodging|244.53|1|||B|杭州青竹路演支持住宿费|2025-10-18
R000224|E0063|travel_lodging|227.14|1|||C|清源现场审阅底稿住宿费|2025-08-20
R000225|E0047|office_supplies|215.87|||||财务管理部办公笔记本采购费|2025-09-19
R000226|E0068|training_fee|2700.57|||||投行业务线上课程学习费|2025-12-26
R000227|E0068|training_fee|1804.83|||||客户服务客户服务培训费|2025-06-28
R000228|E0041|communication|222.7|||||机构业务部日常工作通讯费|2025-11-02
R000229|E0071|business_entertainment|1065.37|||7||青竹合作事项接待费|2025-01-20
R000230|E0035|communication|254.77|||||上海外勤期间通讯费|2025-07-25
R000231|E0046|training_fee|1382.26|||||投资银行部岗位能力提升培训费|2025-09-12
R000232|E0022|local_transport|122.03||2||C|参加合肥业务会议市内交通费|2025-03-15
R000233|E0014|local_transport|96.6||1||B|财务管理部例行外勤交通费|2025-10-13
R000234|E0052|travel_lodging|1189.63|2|||A|清源材料访谈期间住宿费|2025-09-17
R000235|E0014|travel_lodging|1033.94|2|||A|分支机构走访赴上海住宿费|2025-09-12
R000236|E0079|local_transport|76.53||1||C|参加合肥业务会议市内交通费|2025-11-01
R000237|E0057|office_supplies|145.98|||||客户材料制作用品费|2025-05-24
R000238|E0022|local_transport|80.38||2||C|合同签署事项市内交通费|2025-11-29
R000239|E0061|local_transport|96.73||1||B|北辰尽调访谈交通费|2025-03-14
R000240|E0078|office_supplies|180.26|||||运营管理部档案整理耗材费|2025-11-07
R000241|E0059|training_fee|3125.74|||||合规实务线上课程学习费|2025-04-09
R000242|E0077|training_fee|2743.26|||||杭州集中培训课程费|2025-06-16
R000243|E0034|communication|216.99|||||机构业务部值班联络通讯费|2025-04-26
R000244|E0057|training_fee|2050.73|||||项目管理培训课程费|2025-02-25
R000245|E0030|travel_lodging|668.98|1|||C|合肥分支机构培训支持住宿费|2025-09-17
R000246|E0072|training_fee|2167.41|||||业务规范运营规范课程费|2025-08-26
R000247|E0022|travel_lodging|1242.4|2|||B|青竹现场验收住宿费|2025-06-30
R000248|E0030|office_supplies|213.49|||||北辰展示材料耗材费|2025-09-19
R000249|E0065|travel_lodging|614.11|2|||B|清源材料访谈期间住宿费|2025-12-28
R000250|E0025|training_fee|2725.19|||||远航相关专业能力培训费|2025-03-01
R000251|E0060|travel_lodging|1030.07|3|||A|上海云帆路演支持住宿费|2025-09-13
R000252|E0053|training_fee|2102.9|||||数据治理培训课程费|2025-01-27
R000253|E0057|business_entertainment|955.79|||6||机构业务部合作伙伴会谈招待费|2025-08-08
R000254|E0070|travel_lodging|724.22|2|||A|云帆现场审阅底稿住宿费|2025-12-26
R000255|E0047|local_transport|245.84||3||B|杭州监管沟通交通费|2025-09-12
R000256|E0065|business_entertainment|1820.24|||7||清源客户沟通业务招待费|2025-01-04
R000257|E0052|training_fee|2446.66|||||财富管理部岗位能力提升培训费|2025-10-20
R000258|E0040|business_entertainment|820.33|||4||北辰需求沟通招待费|2025-05-31
R000259|E0046|office_supplies|174.31|||||投资银行部培训材料用品费|2025-07-24
R000260|E0053|training_fee|2617.78|||||客户服务线上课程学习费|2025-05-07
R000261|E0043|travel_lodging|438.96|2|||B|机构业务部清源现场核查住宿费|2025-08-05
R000262|E0070|training_fee|1886.32|||||客户服务数据治理培训费|2025-12-10
R000263|E0077|local_transport|51.86||1||B|参加杭州业务会议市内交通费|2025-02-19
R000264|E0014|communication|255.82|||||监管沟通事项通讯费|2025-11-05
R000265|E0062|local_transport|59.25||1||B|星河现场巡检交通费|2025-11-19
R000266|E0018|travel_lodging|304.18|1|||C|澄江现场验收住宿费|2025-03-14
R000267|E0054|training_fee|2108.39|||||合规要求合规实务学习费|2025-09-16
R000268|E0053|communication|257.55|||||分支机构协调通讯费|2025-10-14
R000269|E0019|local_transport|166.07||3||B|项目底稿交接交通费|2025-11-26
R000270|E0043|office_supplies|269.75|||||日常办公耗材报销|2025-03-20
R000271|E0070|office_supplies|358.74|||||远航项目资料装订用品费|2025-04-13
R000272|E0026|travel_lodging|370.67|1|||A|上海启明路演支持住宿费|2025-06-22
R000273|E0044|business_entertainment|348.43|||2||星河合同沟通招待费|2025-12-17
R000274|E0018|travel_lodging|1346.61|3|||A|上海星河路演支持住宿费|2025-11-05
R000275|E0034|communication|123.38|||||客户回访电话费用|2025-07-28
R000276|E0031|travel_lodging|424.27|1|||B|星河项目在杭州开展尽调期间住宿费|2025-03-30
R000277|E0015|office_supplies|186.39|||||研究所档案整理耗材费|2025-12-22
R000278|E0063|travel_lodging|556.21|2|||B|研究所例行检查赴杭州住宿费|2025-09-16
R000279|E0053|business_entertainment|501.76|||2||人力资源部合作伙伴会谈招待费|2025-06-23
R000280|E0051|local_transport|80.07||1||B|星河现场支持交通费|2025-05-10
R000281|E0066|communication|151.75|||||分支机构协调通讯费|2025-05-17
R000282|E0069|travel_lodging|371.27|1|||C|赴合肥参加启明专项会议住宿费|2025-10-05
R000283|E0033|training_fee|2163.6|||||参加客户服务专题培训费|2025-08-13
R000284|E0019|training_fee|2202.04|||||运营规范线上课程学习费|2025-08-16
R000285|E0076|business_entertainment|916.09|||6||合肥业务拜访工作餐费|2025-07-24
R000286|E0033|local_transport|66.57||1||B|远航现场支持交通费|2025-03-07
R000287|E0025|communication|236.98|||||投资银行部员工通讯费报销|2025-03-06
R000288|E0066|office_supplies|262.3|||||财富管理部硒鼓和纸张费用|2025-06-26
R000289|E0047|office_supplies|395.27|||||部门共用办公用品费|2025-05-08
R000290|E0078|local_transport|262.78||3||A|清源现场支持交通费|2025-01-18
R000291|E0071|local_transport|67.84||1||B|清源现场巡检交通费|2025-03-09
R000292|E0066|local_transport|60.94||1||C|合肥材料补充交通费|2025-04-20
R000293|E0062|office_supplies|479.14|||||星河会议材料打印用品费|2025-11-14
R000294|E0057|office_supplies|407.57|||||机构业务部档案整理耗材费|2025-11-11
R000295|E0015|office_supplies|178.48|||||项目交付资料用品费|2025-08-01
R000296|E0080|travel_lodging|779.89|2|||A|监管沟通事项赴上海住宿费|2025-06-07
R000297|E0045|training_fee|3173.9|||||上海集中培训课程费|2025-03-13
R000298|E0072|business_entertainment|516.71|||2||启明需求沟通招待费|2025-06-24
R000299|E0058|office_supplies|428.2|||||信息技术部文件夹和标签耗材费|2025-02-18
R000300|E0051|local_transport|134.0||2||A|澄江尽调访谈交通费|2025-07-01
R000301|E0078|travel_lodging|522.35|2|||C|合肥澄江路演支持住宿费|2025-09-19
R000302|E0075|travel_lodging|536.79|1|||A|澄江合同资料交接住宿费|2025-05-11
R000303|E0050|training_fee|2295.87|||||运营规范项目管理课程费|2025-01-13
R000304|E0018|travel_lodging|591.87|1|||A|远航专项访谈住宿费|2025-07-08
R000305|E0039|business_entertainment|500.1|||2||机构客户会议工作餐费|2025-09-17
R000306|E0052|training_fee|2065.7|||||财富管理部专业技能培训费|2025-03-30
R000307|E0021|office_supplies|185.33|||||部门月度办公耗材费|2025-06-15
R000308|E0036|training_fee|1674.98|||||客户服务线上课程学习费|2025-08-27
R000309|E0073|office_supplies|420.59|||||员工工位文具补充费|2025-07-11
R000310|E0014|office_supplies|430.03|||||启明资料袋采购费|2025-12-22
R000311|E0030|training_fee|2717.9|||||星河项目管理培训费|2025-10-20
R000312|E0070|office_supplies|256.9|||||文件归档装订耗材费|2025-09-17
R000313|E0071|local_transport|98.59||1||A|上海监管沟通交通费|2025-06-05
R000314|E0033|travel_lodging|359.9|2|||C|启明客户拜访行程住宿费|2025-12-05
R000315|E0071|business_entertainment|875.34|||4||远航需求沟通招待费|2025-11-25
R000316|E0050|communication|254.85|||||客户服务电话通讯费|2025-07-18
R000317|E0034|office_supplies|356.17|||||机构业务部文件夹和标签耗材费|2025-03-01
R000318|E0055|business_entertainment|764.75|||3||客户回访业务招待费|2025-11-28
R000319|E0045|travel_lodging|851.71|3|||A|启明项目在上海开展尽调期间住宿费|2025-03-31
R000320|E0075|business_entertainment|1111.66|||6||客户回访业务招待费|2025-12-11
R000321|E0055|training_fee|1579.96|||||杭州集中培训课程费|2025-05-22
R000322|E0073|communication|227.81|||||北辰资料确认通讯费|2025-07-27
R000323|E0043|travel_lodging|548.52|2|||B|清源合同资料交接住宿费|2025-09-21
R000324|E0046|communication|266.61|||||运营联系通讯费|2025-07-10
R000325|E0042|communication|209.03|||||合规风控部业务联系通讯费|2025-06-09
R000326|E0039|travel_lodging|253.42|1|||B|赴杭州参加星河专项会议住宿费|2025-04-06
R000327|E0080|training_fee|2996.12|||||新制度宣贯数据治理培训费|2025-03-20
R000328|E0027|travel_lodging|1789.19|3|||A|上海分支机构培训支持住宿费|2025-02-08
R000329|E0070|local_transport|52.66||1||B|合同签署事项市内交通费|2025-09-09
R000330|E0058|travel_lodging|377.25|1|||A|清源投后跟踪现场住宿费|2025-06-01
R000331|E0064|local_transport|53.76||1||C|研究所外勤走访市内交通费|2025-04-24
R000332|E0080|office_supplies|194.47|||||日常办公耗材报销|2025-10-11
R000333|E0075|local_transport|52.07||1||B|分支机构沟通事项市内交通费|2025-12-09
R000334|E0080|office_supplies|347.2|||||员工工位文具补充费|2025-11-24
R000335|E0052|training_fee|1800.51|||||北辰相关专业能力培训费|2025-12-13
R000336|E0044|communication|246.67|||||监管沟通事项通讯费|2025-08-04
R000337|E0072|local_transport|369.17||4||A|上海材料补充交通费|2025-12-25
R000338|E0053|office_supplies|173.44|||||人力资源部办公笔记本采购费|2025-01-16
R000339|E0072|business_entertainment|661.56|||3||重点客户维护业务招待费|2025-01-01
R000340|E0044|office_supplies|453.78|||||星河现场办公用品费|2025-08-19
